quarter_id,quarter,product_type,state,product_id,total_orders,item_name,mrp,unit_price,discount,total_sales,total_volume,channel_type,discount_pct,avg_order_volume
12.0,Q3-22,1 Seater Sofas,Kerala,2016768,3,ZodiacProHighBackErgonomicChairinTealWhite,23990,12990,11000,168870.0,13.0,online,45.85,4.33
12.0,Q3-22,1 Seater Sofas,Kerala,2036937,4,RegentWingChairinVelvetTealBlueColour,36175,23999,12176,575976.0,24.0,online,33.66,6.0
12.0,Q3-22,1 Seater Sofas,Kerala,1967345,1,TheBegumWingChairinBrownCoalColour,27995,20995,7000,104975.0,5.0,online,25.0,5.0
12.0,Q3-22,1 Seater Sofas,Kerala,1512679,1,CeceliaWingChairinRedColour,23699,17399,6300,69596.0,4.0,online,26.58,4.0
12.0,Q3-22,1 Seater Sofas,Kerala,1889387,1,PanasWingChairInVividOrangeColour,39375,19999,19376,99995.0,5.0,online,49.21,5.0
12.0,Q3-22,1 Seater Sofas,Kerala,1951090,1,TheBegumWingChairinFloralSwirlsDesign,27995,20995,7000,104975.0,5.0,online,25.0,5.0
12.0,Q3-22,1 Seater Sofas,Kerala,1470942,1,CeceliaWingChairinPurpleColour,23699,17399,6300,139192.0,8.0,online,26.58,8.0
12.0,Q3-22,1 Seater Sofas,Madhya Pradesh,2031587,1,DianeSuedeVelvetWingChair,31399,23299,8100,232990.0,10.0,online,25.8,10.0
12.0,Q3-22,1 Seater Sofas,Madhya Pradesh,1889384,1,PanasWingChairInRoyalBlueColour,39375,19999,19376,199990.0,10.0,online,49.21,10.0
12.0,Q3-22,1 Seater Sofas,Madhya Pradesh,1846854,1,WinchesterWingChairinBrownColour,35178,21299,13879,106495.0,5.0,online,39.45,5.0
12.0,Q3-22,1 Seater Sofas,Madhya Pradesh,1889387,2,PanasWingChairInVividOrangeColour,39375,19999,19376,259987.0,13.0,online,49.21,6.5
12.0,Q3-22,1 Seater Sofas,Madhya Pradesh,2031564,1,DianeWingChairinBrownColour,31399,23299,8100,93196.0,4.0,online,25.8,4.0
12.0,Q3-22,1 Seater Sofas,Madhya Pradesh,1951852,1,KimptonWingRoomChairinRedColour,28500,17699,10801,176990.0,10.0,online,37.9,10.0
12.0,Q3-22,1 Seater Sofas,Maharashtra,1470942,2,CeceliaWingChairinPurpleColour,23699,17399,6300,295783.0,17.0,online,26.58,8.5
12.0,Q3-22,1 Seater Sofas,Maharashtra,1871366,1,MatrixErgonomicChairinBlackColour,15829,11999,3830,119990.0,10.0,online,24.2,10.0
12.0,Q3-22,1 Seater Sofas,Maharashtra,2031587,3,DianeSuedeVelvetWingChair,31399,23299,8100,302887.0,13.0,online,25.8,4.33
12.0,Q3-22,1 Seater Sofas,Maharashtra,1967345,1,TheBegumWingChairinBrownCoalColour,27995,20995,7000,146965.0,7.0,online,25.0,7.0
12.0,Q3-22,1 Seater Sofas,Maharashtra,1512681,1,CeceliaWingChairinLimeGreenColour,23699,17399,6300,34798.0,2.0,online,26.58,2.0
12.0,Q3-22,1 Seater Sofas,Maharashtra,2036937,1,RegentWingChairinVelvetTealBlueColour,36175,23999,12176,23999.0,1.0,online,33.66,1.0
12.0,Q3-22,1 Seater Sofas,Maharashtra,1958598,5,ZodiacProHighBackErgonomicChairinWhite&GreyColour,23618,12990,10628,285780.0,22.0,online,45.0,4.4
12.0,Q3-22,1 Seater Sofas,Maharashtra,1866839,3,JazzErgonomicChairinBlackColour,18999,11519,7480,195823.0,17.0,online,39.37,5.67
12.0,Q3-22,1 Seater Sofas,Maharashtra,2030560,3,BradleyWingChairsinSeaGreenColour,26500,15199,11301,319179.0,21.0,online,42.65,7.0
12.0,Q3-22,1 Seater Sofas,Maharashtra,2016768,1,ZodiacProHighBackErgonomicChairinTealWhite,23990,12990,11000,129900.0,10.0,online,45.85,10.0
12.0,Q3-22,1 Seater Sofas,Maharashtra,1846854,1,WinchesterWingChairinBrownColour,35178,21299,13879,212990.0,10.0,online,39.45,10.0
12.0,Q3-22,1 Seater Sofas,Maharashtra,1889384,1,PanasWingChairInRoyalBlueColour,39375,19999,19376,179991.0,9.0,online,49.21,9.0
12.0,Q3-22,1 Seater Sofas,Maharashtra,1857131,1,YoshiErgonomicChairInBlackColour,15999,12749,3250,12749.0,1.0,online,20.31,1.0
12.0,Q3-22,1 Seater Sofas,Maharashtra,1753411,2,KimptonWingChairInMulticolour,28500,17699,10801,230087.0,13.0,online,37.9,6.5
12.0,Q3-22,1 Seater Sofas,Maharashtra,1889388,2,PanasWingChairInBoldYellowColour,35796,19999,15797,259987.0,13.0,online,44.13,6.5
12.0,Q3-22,1 Seater Sofas,Maharashtra,2031564,2,DianeWingChairinBrownColour,31399,23299,8100,186392.0,8.0,online,25.8,4.0
12.0,Q3-22,1 Seater Sofas,Manipur,1857131,1,YoshiErgonomicChairInBlackColour,15999,12749,3250,114741.0,9.0,online,20.31,9.0
12.0,Q3-22,1 Seater Sofas,Manipur,1846854,1,WinchesterWingChairinBrownColour,35178,21299,13879,127794.0,6.0,online,39.45,6.0
12.0,Q3-22,1 Seater Sofas,Orissa,1866839,1,JazzErgonomicChairinBlackColour,18999,11519,7480,69114.0,6.0,online,39.37,6.0
12.0,Q3-22,1 Seater Sofas,Orissa,1512681,1,CeceliaWingChairinLimeGreenColour,23699,17399,6300,121793.0,7.0,online,26.58,7.0
12.0,Q3-22,1 Seater Sofas,Punjab,1889388,1,PanasWingChairInBoldYellowColour,35796,19999,15797,179991.0,9.0,online,44.13,9.0
12.0,Q3-22,1 Seater Sofas,Punjab,1889384,1,PanasWingChairInRoyalBlueColour,39375,19999,19376,119994.0,6.0,online,49.21,6.0
12.0,Q3-22,1 Seater Sofas,Punjab,1753411,1,KimptonWingChairInMulticolour,28500,17699,10801,123893.0,7.0,online,37.9,7.0
12.0,Q3-22,1 Seater Sofas,Punjab,1857131,1,YoshiErgonomicChairInBlackColour,15999,12749,3250,12749.0,1.0,online,20.31,1.0
12.0,Q3-22,1 Seater Sofas,Rajasthan,1889388,1,PanasWingChairInBoldYellowColour,35796,19999,15797,99995.0,5.0,online,44.13,5.0
12.0,Q3-22,1 Seater Sofas,Rajasthan,1866839,1,JazzErgonomicChairinBlackColour,18999,11519,7480,80633.0,7.0,online,39.37,7.0
12.0,Q3-22,1 Seater Sofas,Rajasthan,1958598,1,ZodiacProHighBackErgonomicChairinWhite&GreyColour,23618,12990,10628,77940.0,6.0,online,45.0,6.0
12.0,Q3-22,1 Seater Sofas,Rajasthan,2016768,1,ZodiacProHighBackErgonomicChairinTealWhite,23990,12990,11000,38970.0,3.0,online,45.85,3.0
12.0,Q3-22,1 Seater Sofas,Rajasthan,1512681,1,CeceliaWingChairinLimeGreenColour,23699,17399,6300,139192.0,8.0,online,26.58,8.0
12.0,Q3-22,1 Seater Sofas,Rajasthan,1753411,1,KimptonWingChairInMulticolour,28500,17699,10801,70796.0,4.0,online,37.9,4.0
12.0,Q3-22,1 Seater Sofas,Rajasthan,2031564,1,DianeWingChairinBrownColour,31399,23299,8100,93196.0,4.0,online,25.8,4.0
12.0,Q3-22,1 Seater Sofas,Sikkim,1866839,1,JazzErgonomicChairinBlackColour,18999,11519,7480,69114.0,6.0,online,39.37,6.0
12.0,Q3-22,1 Seater Sofas,Tamil Nadu,1951090,2,TheBegumWingChairinFloralSwirlsDesign,27995,20995,7000,356915.0,17.0,online,25.0,8.5
12.0,Q3-22,1 Seater Sofas,Tamil Nadu,1753411,1,KimptonWingChairInMulticolour,28500,17699,10801,17699.0,1.0,online,37.9,1.0
12.0,Q3-22,1 Seater Sofas,Tamil Nadu,1889388,2,PanasWingChairInBoldYellowColour,35796,19999,15797,159992.0,8.0,online,44.13,4.0
12.0,Q3-22,1 Seater Sofas,Tamil Nadu,2031564,1,DianeWingChairinBrownColour,31399,23299,8100,93196.0,4.0,online,25.8,4.0
12.0,Q3-22,1 Seater Sofas,Tamil Nadu,1512681,3,CeceliaWingChairinLimeGreenColour,23699,17399,6300,104394.0,6.0,online,26.58,2.0
12.0,Q3-22,1 Seater Sofas,Tamil Nadu,1889387,1,PanasWingChairInVividOrangeColour,39375,19999,19376,59997.0,3.0,online,49.21,3.0
12.0,Q3-22,1 Seater Sofas,Tamil Nadu,1871366,2,MatrixErgonomicChairinBlackColour,15829,11999,3830,119990.0,10.0,online,24.2,5.0
12.0,Q3-22,1 Seater Sofas,Tamil Nadu,2016768,1,ZodiacProHighBackErgonomicChairinTealWhite,23990,12990,11000,38970.0,3.0,online,45.85,3.0
12.0,Q3-22,1 Seater Sofas,Tamil Nadu,2031587,1,DianeSuedeVelvetWingChair,31399,23299,8100,69897.0,3.0,online,25.8,3.0
12.0,Q3-22,1 Seater Sofas,Tamil Nadu,1809032,1,LapeErgonomicChairinBrownColour,22999,13483,9516,107864.0,8.0,online,41.38,8.0
12.0,Q3-22,1 Seater Sofas,Tamil Nadu,2036937,2,RegentWingChairinVelvetTealBlueColour,36175,23999,12176,287988.0,12.0,online,33.66,6.0
12.0,Q3-22,1 Seater Sofas,Tamil Nadu,1846854,1,WinchesterWingChairinBrownColour,35178,21299,13879,42598.0,2.0,online,39.45,2.0
12.0,Q3-22,1 Seater Sofas,Tamil Nadu,1967345,1,TheBegumWingChairinBrownCoalColour,27995,20995,7000,62985.0,3.0,online,25.0,3.0
12.0,Q3-22,1 Seater Sofas,Tripura,1871366,1,MatrixErgonomicChairinBlackColour,15829,11999,3830,107991.0,9.0,online,24.2,9.0
12.0,Q3-22,1 Seater Sofas,Uttar Pradesh,2016768,1,ZodiacProHighBackErgonomicChairinTealWhite,23990,12990,11000,129900.0,10.0,online,45.85,10.0
12.0,Q3-22,1 Seater Sofas,Uttar Pradesh,1512681,1,CeceliaWingChairinLimeGreenColour,23699,17399,6300,121793.0,7.0,online,26.58,7.0
12.0,Q3-22,1 Seater Sofas,Uttar Pradesh,1889388,1,PanasWingChairInBoldYellowColour,35796,19999,15797,159992.0,8.0,online,44.13,8.0
12.0,Q3-22,1 Seater Sofas,Uttar Pradesh,2031564,2,DianeWingChairinBrownColour,31399,23299,8100,302887.0,13.0,online,25.8,6.5
12.0,Q3-22,1 Seater Sofas,Uttar Pradesh,1967345,2,TheBegumWingChairinBrownCoalColour,27995,20995,7000,293930.0,14.0,online,25.0,7.0
12.0,Q3-22,1 Seater Sofas,Uttar Pradesh,1512679,1,CeceliaWingChairinRedColour,23699,17399,6300,139192.0,8.0,online,26.58,8.0
12.0,Q3-22,1 Seater Sofas,Uttar Pradesh,1753411,2,KimptonWingChairInMulticolour,28500,17699,10801,265485.0,15.0,online,37.9,7.5
12.0,Q3-22,1 Seater Sofas,Uttar Pradesh,1809032,1,LapeErgonomicChairinBrownColour,22999,13483,9516,53932.0,4.0,online,41.38,4.0
12.0,Q3-22,1 Seater Sofas,Uttar Pradesh,2031587,1,DianeSuedeVelvetWingChair,31399,23299,8100,186392.0,8.0,online,25.8,8.0
12.0,Q3-22,1 Seater Sofas,Uttar Pradesh,1857131,1,YoshiErgonomicChairInBlackColour,15999,12749,3250,63745.0,5.0,online,20.31,5.0
12.0,Q3-22,1 Seater Sofas,Uttar Pradesh,2030560,1,BradleyWingChairsinSeaGreenColour,26500,15199,11301,91194.0,6.0,online,42.65,6.0
12.0,Q3-22,1 Seater Sofas,Uttaranchal,1889385,1,PanasWingChairInSeaGreenColour,39773,19999,19774,179991.0,9.0,online,49.72,9.0
12.0,Q3-22,1 Seater Sofas,Uttaranchal,1889384,1,PanasWingChairInRoyalBlueColour,39375,19999,19376,199990.0,10.0,online,49.21,10.0
12.0,Q3-22,1 Seater Sofas,Uttaranchal,1889388,1,PanasWingChairInBoldYellowColour,35796,19999,15797,179991.0,9.0,online,44.13,9.0
12.0,Q3-22,1 Seater Sofas,Uttaranchal,1753411,1,KimptonWingChairInMulticolour,28500,17699,10801,88495.0,5.0,online,37.9,5.0
12.0,Q3-22,1 Seater Sofas,Uttaranchal,1866839,1,JazzErgonomicChairinBlackColour,18999,11519,7480,115190.0,10.0,online,39.37,10.0
12.0,Q3-22,1 Seater Sofas,West Bengal,1871366,1,MatrixErgonomicChairinBlackColour,15829,11999,3830,35997.0,3.0,online,24.2,3.0
12.0,Q3-22,1 Seater Sofas,West Bengal,1512679,2,CeceliaWingChairinRedColour,23699,17399,6300,173990.0,10.0,online,26.58,5.0
12.0,Q3-22,1 Seater Sofas,West Bengal,1889388,1,PanasWingChairInBoldYellowColour,35796,19999,15797,119994.0,6.0,online,44.13,6.0
12.0,Q3-22,1 Seater Sofas,West Bengal,1809032,1,LapeErgonomicChairinBrownColour,22999,13483,9516,40449.0,3.0,online,41.38,3.0
12.0,Q3-22,1 Seater Sofas,West Bengal,1967345,1,TheBegumWingChairinBrownCoalColour,27995,20995,7000,62985.0,3.0,online,25.0,3.0
12.0,Q3-22,1 Seater Sofas,West Bengal,2030560,1,BradleyWingChairsinSeaGreenColour,26500,15199,11301,106393.0,7.0,online,42.65,7.0
12.0,Q3-22,1 Seater Sofas,West Bengal,2031564,1,DianeWingChairinBrownColour,31399,23299,8100,139794.0,6.0,online,25.8,6.0
12.0,Q3-22,1 Seater Sofas,West Bengal,2031587,2,DianeSuedeVelvetWingChair,31399,23299,8100,419382.0,18.0,online,25.8,9.0
12.0,Q3-22,1 Seater Sofas,West Bengal,1866839,1,JazzErgonomicChairinBlackColour,18999,11519,7480,115190.0,10.0,online,39.37,10.0
12.0,Q3-22,1 Seater Sofas,West Bengal,1889385,1,PanasWingChairInSeaGreenColour,39773,19999,19774,79996.0,4.0,online,49.72,4.0
12.0,Q3-22,1 Seater Sofas,West Bengal,2016768,2,ZodiacProHighBackErgonomicChairinTealWhite,23990,12990,11000,129900.0,10.0,online,45.85,5.0
12.0,Q3-22,1 Seater Sofas,West Bengal,1889384,1,PanasWingChairInRoyalBlueColour,39375,19999,19376,119994.0,6.0,online,49.21,6.0
12.0,Q3-22,2 Seater Sofas,Andhra Pradesh,1745561,1,Alba3SeaterSofaInDenimBlueColour,39999,29099,10900,232792.0,8.0,online,27.25,8.0
12.0,Q3-22,2 Seater Sofas,Andhra Pradesh,1896065,1,Fidel3SeaterVelvetSofaInTealBlueColour,55499,38999,16500,194995.0,5.0,online,29.73,5.0
12.0,Q3-22,2 Seater Sofas,Andhra Pradesh,1757429,1,RogerSheeshamWood3SeaterSofaInProvincialTeakFinish,50299,36699,13600,330291.0,9.0,online,27.04,9.0
12.0,Q3-22,2 Seater Sofas,Andhra Pradesh,1975607,1,Davis3SeaterLeatheretteSofainBlackColour,47399,34699,12700,173495.0,5.0,online,26.79,5.0
12.0,Q3-22,2 Seater Sofas,Andhra Pradesh,1973659,2,RintWingChairWithFootstoolinYellowColour,47599,34899,12700,593283.0,17.0,online,26.68,8.5
12.0,Q3-22,2 Seater Sofas,Andhra Pradesh,1980264,1,OpulenceWingChairWithOttomanInMultiColour,68998,32130,36868,257040.0,8.0,online,53.43,8.0
12.0,Q3-22,2 Seater Sofas,Andhra Pradesh,1970620,1,BrassVintageTableClock,39119,28699,10420,143495.0,5.0,online,26.64,5.0
12.0,Q3-22,2 Seater Sofas,Andhra Pradesh,1903081,1,AlvarezWingChairinVelvetBlushPinkColour,39899,28999,10900,260991.0,9.0,online,27.32,9.0
12.0,Q3-22,2 Seater Sofas,Andhra Pradesh,1894409,1,Rio7SeaterCornerSofainGrey&BlackColour,69800,37599,32201,112797.0,3.0,online,46.13,3.0
12.0,Q3-22,2 Seater Sofas,Andhra Pradesh,2030362,1,Niki6SeaterCornerSofaInCoffeeBrownColour,84477,37899,46578,75798.0,2.0,online,55.14,2.0
12.0,Q3-22,2 Seater Sofas,Andhra Pradesh,1668415,1,Mia3SeaterSofainBlueColour,54499,38999,15500,155996.0,4.0,online,28.44,4.0
12.0,Q3-22,2 Seater Sofas,Andhra Pradesh,1896988,1,Fidel3SeaterVelvetSofaInBeigeColour,55499,38999,16500,116997.0,3.0,online,29.73,3.0
12.0,Q3-22,2 Seater Sofas,Andhra Pradesh,1980262,1,OpulenceWingChairWithOttomanInPinkColour,68998,32130,36868,257040.0,8.0,online,53.43,8.0
12.0,Q3-22,2 Seater Sofas,Andhra Pradesh,1984204,1,OpulenceWingChairInVelvetGreyColour,53798,25200,28598,25200.0,1.0,online,53.16,1.0
12.0,Q3-22,2 Seater Sofas,Andhra Pradesh,1747315,1,MariaWingChairInMulticolour,41599,29699,11900,237592.0,8.0,online,28.61,8.0
12.0,Q3-22,2 Seater Sofas,Andhra Pradesh,1703715,2,NoelWingChairInBeigeFloralColour,41699,29799,11900,297990.0,10.0,online,28.54,5.0
12.0,Q3-22,2 Seater Sofas,Andhra Pradesh,1919750,1,MiracLeatheretteWingChairInTanColour,44099,32299,11800,96897.0,3.0,online,26.76,3.0
12.0,Q3-22,2 Seater Sofas,Andhra Pradesh,1896995,1,Fidel3SeaterVelvetSofaInWineRedColour,55499,38999,16500,311992.0,8.0,online,29.73,8.0
12.0,Q3-22,2 Seater Sofas,Andhra Pradesh,1759805,1,ModernWingChairinBlack&Grey,37229,37229,0,223374.0,6.0,online,0.0,6.0
12.0,Q3-22,2 Seater Sofas,Andhra Pradesh,1949355,1,AthensWingChairinTeelBlueColour,36999,32999,4000,329990.0,10.0,online,10.81,10.0
12.0,Q3-22,2 Seater Sofas,Andhra Pradesh,1664342,1,SwedenCornerSofawithOttomaninBeige&BrownColour,45799,37999,7800,341991.0,9.0,online,17.03,9.0
12.0,Q3-22,2 Seater Sofas,Andhra Pradesh,1975614,1,Carrera3SeaterSofainSandyBrownColour,50699,37099,13600,370990.0,10.0,online,26.82,10.0
12.0,Q3-22,2 Seater Sofas,Andhra Pradesh,1599784,1,Belem3SeaterSofainCharcoalGreyColour,47499,33799,13700,337990.0,10.0,online,28.84,10.0
12.0,Q3-22,2 Seater Sofas,Andhra Pradesh,1913264,1,ZoeyWingChairInSeaBlueColourwithFootrest,45199,32399,12800,194394.0,6.0,online,28.32,6.0
12.0,Q3-22,2 Seater Sofas,Andhra Pradesh,1984206,1,OpulenceWingChairInVelvetBlueColour,53798,25200,28598,75600.0,3.0,online,53.16,3.0
12.0,Q3-22,2 Seater Sofas,Andhra Pradesh,1757896,2,Valery3SeaterSofainSafariBrownColour,48999,34299,14700,377289.0,11.0,online,30.0,5.5
12.0,Q3-22,2 Seater Sofas,Andhra Pradesh,1973660,2,RintWingChairWithFootstoolinGarnetRedColour,47599,34899,12700,279192.0,8.0,online,26.68,4.0
12.0,Q3-22,2 Seater Sofas,Andhra Pradesh,1942248,3,AbderoWingChairWithStoolInYellowColour,36399,26399,10000,184793.0,7.0,online,27.47,2.33
12.0,Q3-22,2 Seater Sofas,Andhra Pradesh,1956794,1,Eugene3SeaterSofaInBeigeColour,55099,38599,16500,38599.0,1.0,online,29.95,1.0
12.0,Q3-22,2 Seater Sofas,Assam,1958012,1,IslaWingChairInFloralPattern,35199,25199,10000,226791.0,9.0,online,28.41,9.0
12.0,Q3-22,2 Seater Sofas,Assam,1903088,1,BarrioWingChairinVelvetBlushPinkColour,44099,31299,12800,125196.0,4.0,online,29.03,4.0
12.0,Q3-22,2 Seater Sofas,Assam,1896065,1,Fidel3SeaterVelvetSofaInTealBlueColour,55499,38999,16500,155996.0,4.0,online,29.73,4.0
12.0,Q3-22,2 Seater Sofas,Assam,1980262,1,OpulenceWingChairWithOttomanInPinkColour,68998,32130,36868,160650.0,5.0,online,53.43,5.0
12.0,Q3-22,2 Seater Sofas,Assam,1757896,1,Valery3SeaterSofainSafariBrownColour,48999,34299,14700,102897.0,3.0,online,30.0,3.0
12.0,Q3-22,2 Seater Sofas,Bihar,1977278,3,AbderoWingChairWithStoolInCrimsonRedColour,36399,26399,10000,475182.0,18.0,online,27.47,6.0
12.0,Q3-22,2 Seater Sofas,Bihar,1970620,2,BrassVintageTableClock,39119,28699,10420,315689.0,11.0,online,26.64,5.5
12.0,Q3-22,2 Seater Sofas,Bihar,1759805,1,ModernWingChairinBlack&Grey,37229,37229,0,148916.0,4.0,online,0.0,4.0
12.0,Q3-22,2 Seater Sofas,Bihar,1980264,1,OpulenceWingChairWithOttomanInMultiColour,68998,32130,36868,192780.0,6.0,online,53.43,6.0
12.0,Q3-22,2 Seater Sofas,Bihar,1980262,1,OpulenceWingChairWithOttomanInPinkColour,68998,32130,36868,160650.0,5.0,online,53.43,5.0
12.0,Q3-22,2 Seater Sofas,Bihar,1896065,1,Fidel3SeaterVelvetSofaInTealBlueColour,55499,38999,16500,38999.0,1.0,online,29.73,1.0
12.0,Q3-22,2 Seater Sofas,Bihar,1757896,1,Valery3SeaterSofainSafariBrownColour,48999,34299,14700,102897.0,3.0,online,30.0,3.0
12.0,Q3-22,2 Seater Sofas,Bihar,1949355,1,AthensWingChairinTeelBlueColour,36999,32999,4000,32999.0,1.0,online,10.81,1.0
12.0,Q3-22,2 Seater Sofas,Chhattisgarh,1970620,1,BrassVintageTableClock,39119,28699,10420,57398.0,2.0,online,26.64,2.0
12.0,Q3-22,2 Seater Sofas,Chhattisgarh,1903082,1,AlvarezWingChairinVelvetTealBlueColour,39899,28999,10900,173994.0,6.0,online,27.32,6.0
12.0,Q3-22,2 Seater Sofas,Chhattisgarh,1896988,1,Fidel3SeaterVelvetSofaInBeigeColour,55499,38999,16500,155996.0,4.0,online,29.73,4.0
12.0,Q3-22,2 Seater Sofas,Chhattisgarh,1980263,1,OpulenceWingChairInMultiColour,53798,25200,28598,252000.0,10.0,online,53.16,10.0
12.0,Q3-22,2 Seater Sofas,Chhattisgarh,1819902,1,NanaimoCornerSofawithCoffeerTableinGreyColour,43399,35999,7400,143996.0,4.0,online,17.05,4.0
12.0,Q3-22,2 Seater Sofas,Chhattisgarh,1984206,1,OpulenceWingChairInVelvetBlueColour,53798,25200,28598,201600.0,8.0,online,53.16,8.0
12.0,Q3-22,2 Seater Sofas,Chhattisgarh,1903087,1,AlcaldeWingChairinVelvetWineRedColour,42299,30499,11800,274491.0,9.0,online,27.9,9.0
12.0,Q3-22,2 Seater Sofas,Chhattisgarh,1958012,1,IslaWingChairInFloralPattern,35199,25199,10000,125995.0,5.0,online,28.41,5.0
12.0,Q3-22,2 Seater Sofas,Dadra & Nagar Haveli ,1984203,1,OpulenceWingChairWithOttomanInVelvetGreyColour,68998,25200,43798,151200.0,6.0,online,63.48,6.0
12.0,Q3-22,2 Seater Sofas,Delhi,1980263,1,OpulenceWingChairInMultiColour,53798,25200,28598,151200.0,6.0,online,53.16,6.0
12.0,Q3-22,2 Seater Sofas,Delhi,1942248,1,AbderoWingChairWithStoolInYellowColour,36399,26399,10000,79197.0,3.0,online,27.47,3.0
12.0,Q3-22,2 Seater Sofas,Delhi,1939698,1,SierraHighBackErgonomicChairWithAutoWeightSensingMechanismInBlackColour,74999,37660,37339,225960.0,6.0,online,49.79,6.0
12.0,Q3-22,2 Seater Sofas,Delhi,1664342,1,SwedenCornerSofawithOttomaninBeige&BrownColour,45799,37999,7800,113997.0,3.0,online,17.03,3.0
12.0,Q3-22,2 Seater Sofas,Delhi,1975607,1,Davis3SeaterLeatheretteSofainBlackColour,47399,34699,12700,208194.0,6.0,online,26.79,6.0
12.0,Q3-22,2 Seater Sofas,Delhi,1745571,1,Alba3SeaterSofaInGarnetRedColour,39999,29099,10900,116396.0,4.0,online,27.25,4.0
12.0,Q3-22,2 Seater Sofas,Delhi,1970620,1,BrassVintageTableClock,39119,28699,10420,258291.0,9.0,online,26.64,9.0
12.0,Q3-22,2 Seater Sofas,Gujarat,1980263,1,OpulenceWingChairInMultiColour,53798,25200,28598,151200.0,6.0,online,53.16,6.0
12.0,Q3-22,2 Seater Sofas,Gujarat,1757426,2,ChicaneSheeshamWood3SeaterSofaInProvincialTeakFinish,44799,33099,11700,165495.0,5.0,online,26.12,2.5
12.0,Q3-22,2 Seater Sofas,Gujarat,2030364,2,Niki6SeaterCornerSofaInCharcoalGreyColour,84477,37899,46578,189495.0,5.0,online,55.14,2.5
12.0,Q3-22,2 Seater Sofas,Gujarat,1949355,1,AthensWingChairinTeelBlueColour,36999,32999,4000,296991.0,9.0,online,10.81,9.0
12.0,Q3-22,2 Seater Sofas,Gujarat,1984204,1,OpulenceWingChairInVelvetGreyColour,53798,25200,28598,50400.0,2.0,online,53.16,2.0
12.0,Q3-22,2 Seater Sofas,Gujarat,1980262,2,OpulenceWingChairWithOttomanInPinkColour,68998,32130,36868,514080.0,16.0,online,53.43,8.0
12.0,Q3-22,2 Seater Sofas,Gujarat,1857248,1,ZoeyWingChairinOliveGreenColour,42399,30599,11800,244792.0,8.0,online,27.83,8.0
12.0,Q3-22,2 Seater Sofas,Gujarat,1942248,1,AbderoWingChairWithStoolInYellowColour,36399,26399,10000,263990.0,10.0,online,27.47,10.0
12.0,Q3-22,2 Seater Sofas,Gujarat,1829711,1,Antalya3SeaterSofaInGreyColour,42499,31521,10978,189126.0,6.0,online,25.83,6.0
12.0,Q3-22,2 Seater Sofas,Gujarat,1668415,1,Mia3SeaterSofainBlueColour,54499,38999,15500,233994.0,6.0,online,28.44,6.0
12.0,Q3-22,2 Seater Sofas,Gujarat,1919753,1,MiracLeatheretteWingChairInGreenColour,44099,32299,11800,290691.0,9.0,online,26.76,9.0
12.0,Q3-22,2 Seater Sofas,Gujarat,1984203,1,OpulenceWingChairWithOttomanInVelvetGreyColour,68998,25200,43798,50400.0,2.0,online,63.48,2.0
12.0,Q3-22,2 Seater Sofas,Gujarat,1759805,1,ModernWingChairinBlack&Grey,37229,37229,0,260603.0,7.0,online,0.0,7.0
12.0,Q3-22,2 Seater Sofas,Gujarat,1903083,2,AlvarezWingChairinVelvetMustardYellowColour,39899,28999,10900,231992.0,8.0,online,27.32,4.0
12.0,Q3-22,2 Seater Sofas,Gujarat,1984206,1,OpulenceWingChairInVelvetBlueColour,53798,25200,28598,252000.0,10.0,online,53.16,10.0
12.0,Q3-22,2 Seater Sofas,Gujarat,1444987,1,CalistoWingChairinBlueStripesColour,35299,25299,10000,202392.0,8.0,online,28.33,8.0
12.0,Q3-22,2 Seater Sofas,Gujarat,1919750,1,MiracLeatheretteWingChairInTanColour,44099,32299,11800,290691.0,9.0,online,26.76,9.0
12.0,Q3-22,2 Seater Sofas,Gujarat,1913263,1,ZoeyWingChairInSeaBlueColour,42399,30599,11800,30599.0,1.0,online,27.83,1.0
12.0,Q3-22,2 Seater Sofas,Haryana,1973660,1,RintWingChairWithFootstoolinGarnetRedColour,47599,34899,12700,104697.0,3.0,online,26.68,3.0
12.0,Q3-22,2 Seater Sofas,Haryana,1599784,1,Belem3SeaterSofainCharcoalGreyColour,47499,33799,13700,67598.0,2.0,online,28.84,2.0
12.0,Q3-22,2 Seater Sofas,Himachal Pradesh,1958012,1,IslaWingChairInFloralPattern,35199,25199,10000,251990.0,10.0,online,28.41,10.0
12.0,Q3-22,2 Seater Sofas,Himachal Pradesh,1903088,1,BarrioWingChairinVelvetBlushPinkColour,44099,31299,12800,187794.0,6.0,online,29.03,6.0
12.0,Q3-22,2 Seater Sofas,Himachal Pradesh,1970620,1,BrassVintageTableClock,39119,28699,10420,200893.0,7.0,online,26.64,7.0
12.0,Q3-22,2 Seater Sofas,Himachal Pradesh,1896988,1,Fidel3SeaterVelvetSofaInBeigeColour,55499,38999,16500,233994.0,6.0,online,29.73,6.0
12.0,Q3-22,2 Seater Sofas,Jammu & Kashmir,1901297,1,SpiderHighBackErgonomicChairInWhite&GreyColour,69999,38287,31712,229722.0,6.0,online,45.3,6.0
12.0,Q3-22,2 Seater Sofas,Jammu & Kashmir,1980264,1,OpulenceWingChairWithOttomanInMultiColour,68998,32130,36868,32130.0,1.0,online,53.43,1.0
12.0,Q3-22,2 Seater Sofas,Jammu & Kashmir,1757429,1,RogerSheeshamWood3SeaterSofaInProvincialTeakFinish,50299,36699,13600,366990.0,10.0,online,27.04,10.0
